Hotel_Name,Property_type,Room_type,Bed_type,Min_nights,Max_nights,No_of_reviews,Accomodates,Bedrooms,Beds,Bathrooms,Price,Security_deposit,Cleaning_fee,Guests,Host_name,Host_location,Host_response,Host_total_listings,Street,Suburb,Gov_area,Market,Country,Coun_code,Longitude,Latitude,Availability_30,Availability_60,Availability_90,Availability_365,Accuracy_score,Clean_score,Checkin_score,Communication_score,Location_score,Value_score,Rating
Studio Balcony @ TAKSIM Very Touristic,Entire home/apt,Entire home/apt,Real Bed,2,1125,1,2,1,1,1,179,0,0,1,Safa,"Istanbul, Turkey",100,11,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,28.98287,41.04014,8,38,61,336,0,0,0,0,0,0,0
"Clean, Convenient and Cosy",Private room,Private room,Real Bed,90,1125,1,2,1,1,1,70,0,0,1,Sonya,"Sydney, New South Wales, Australia",0,1,"Croydon, NSW, Australia",Croydon,Ashfield,Sydney,Australia,AU,151.12629,-33.87494,23,53,83,264,0,0,0,0,0,0,0
JK4-4人双床房+地铁3分钟+稻香､翠华餐厅､肥姐小食+SASA､卓悦+朗豪坊+女人街,Private room,Private room,Real Bed,1,1125,0,4,1,2,1,738,0,0,1,Debe,中国广东省梅州市梅江区东山大道武警路口金福花园,100,126,"Hong Kong, Hong Kong Island, Hong Kong",Kowloon City,Kowloon City,Hong Kong,Hong Kong,HK,114.18112,22.3204,16,40,70,345,0,0,0,0,0,0,0
Elegant & Stylish Condo In Downtown Montreal,Entire home/apt,Entire home/apt,Real Bed,30,120,0,4,2,2,2,130,0,0,1,Serena,"Montreal, Quebec, Canada",0,1,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,-73.56994,45.49691,0,28,58,148,0,0,0,0,0,0,0
A modern room with lovely community,Private room,Private room,Real Bed,3,1125,4,1,1,1,1,60,0,30,1,Caesar,"Kensington, New South Wales, Australia",100,8,"Mascot, NSW, Australia",Mascot,Botany Bay,Sydney,Australia,AU,151.18822,-33.92113,0,0,0,0,9,10,10,10,10,10,90
Sultanahamet Old City Two-Bedroom Suites 6 Person,Entire home/apt,Entire home/apt,Real Bed,1,90,0,6,2,6,1,538,0,0,1,Emrecan,"Istanbul, Istanbul, Turkey",100,10,"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,28.97023,41.00544,28,38,65,322,0,0,0,0,0,0,0
Wonderful room with awesome view,Private room,Private room,Real Bed,1,1125,1,2,1,1,1,158,0,0,1,Çağrı,"Ankara, Ankara, Turkey",100,2,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,28.98576,41.02888,30,60,90,365,10,10,10,10,10,10,100
Excelente localização. Espaço aconchegante!,Entire home/apt,Entire home/apt,Real Bed,3,30,4,4,0,3,1,220,0,0,1,Angela,"Leblon, State of Rio de Janeiro, Brazil",100,1,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.17911901714794,-22.964758322115088,3,26,56,322,10,10,10,10,10,10,100
Cool Elevation - Close to Town - Spacious Ohana,Private room,Private room,Real Bed,2,28,19,4,1,1,1,67,250,0,1,Linda,US,100,1,"Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,The Big Island,United States,US,-155.97674,19.71042,5,20,32,249,10,10,10,10,10,10,99
North shore Oahu peaceful home,Entire home/apt,Entire home/apt,Real Bed,1,28,5,4,2,3,1,133,0,130,2,Flor,"Haleiwa, Hawaii, United States",100,1,"Haleiwa, Hi, United States",North Shore,North Shore Oahu,Oahu,United States,US,-158.0424,21.64465,0,0,0,0,10,10,10,10,10,10,100
Excelente apto frente ao mar- Wyndham |  Sheraton,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,4,1,1,1,698,0,0,1,Quézia,BR,90,2,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,-43.32658650309711,-23.00960435293922,27,57,87,362,0,0,0,0,0,0,0
Walk to Time Square! Causeway bay (c23c),Private room,Private room,Real Bed,29,1125,0,2,1,1,1,243,0,0,1,Jov,"Hong Kong, Hong Kong",98,229,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,114.17997,22.27785,29,59,89,364,0,0,0,0,0,0,0
Studio Alaska Copacabana,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,4,0,1,1,250,0,150,1,Paulo,BR,100,1,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.18959971426915,-22.98152745375921,26,48,78,159,0,0,0,0,0,0,0
Super cozy and central with a back garden,Private room,Private room,Real Bed,1,30,5,1,3,1,1,53,0,27,1,Luna,"Istanbul, Istanbul, Turkey",100,2,"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,29.0271,40.99479,2,32,62,337,10,10,10,10,10,10,100
Sweet Spot's Tropical Cottage & Walk to Beach,Entire home/apt,Entire home/apt,Real Bed,3,14,0,4,0,1,1,100,200,50,2,Michael,"Pāhoa, Hawaii, United States",100,3,"Pāhoa, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,-154.92849,19.40254,29,59,89,179,0,0,0,0,0,0,0
Alugo casa para as Olimpiadas,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,10,4,5,4,2999,0,0,1,Jéssica,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",,Freguesia (Jacarepaguá),Rio De Janeiro,Brazil,BR,-43.352049762034625,-22.93901557252204,0,0,0,0,0,0,0,0,0,0,0
Panoramic Seaview “Pi(π) House Bosphorus” Cihangir,Entire home/apt,Entire home/apt,Real Bed,2,1125,15,10,3,7,1,464,0,262,3,Recep,"Istanbul, İstanbul, Turkey",100,4,"Taksim, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,28.9872,41.03188,5,9,29,288,10,10,10,10,9,9,99
Tanger Jazz Pool and Beach,Entire home/apt,Entire home/apt,Real Bed,2,31,0,4,1,1,1,150,200,65,1,Manuela,"Barcelona, Catalonia, Spain",100,8,"Barcelona, Catalunya, Spain",El Poblenou,el Poblenou,Barcelona,Spain,ES,2.19637,41.40491,14,37,44,95,0,0,0,0,0,0,0
Masion Petit Paris - Studio,Private room,Private room,Real Bed,2,14,10,2,1,1,1,50,0,0,1,Bee,"Montreal, Quebec, Canada",94,3,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.56925,45.51481,10,10,10,10,10,9,9,10,10,10,92
1+1 rezidans dairesi kadıköy fikirtepe,Entire home/apt,Entire home/apt,Real Bed,2,10,3,2,1,1,1,148,0,0,1,Ilyas,Turkey,100,1,"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,29.06485,40.99298,28,58,88,88,9,10,10,10,9,9,93
"Stylish, modern, clean house centrally located",Private room,Private room,Real Bed,4,80,1,1,1,1,1,82,150,30,1,Kirsten,"Sydney, New South Wales, Australia",100,1,"Redfern, NSW, Australia",Redfern,Sydney,Sydney,Australia,AU,151.21059,-33.89388,0,0,0,0,10,10,10,10,10,10,100
Taksim Hidden Gem - Central Location,Entire home/apt,Entire home/apt,Real Bed,1,1125,1,3,1,1,1,121,518,77,2,Jessica,"Paris, Île-de-France, France",100,1,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,28.98062,41.03457,7,17,42,300,10,10,10,10,10,10,100
Boutique room with attached private bathroom,Private room,Private room,Real Bed,2,12,0,1,1,1,1,80,0,50,1,Sunaina,"Sydney, New South Wales, Australia",100,1,"Wollstonecraft, NSW, Australia",Wollstonecraft/Waverton,North Sydney,Sydney,Australia,AU,151.19796,-33.83002,0,5,35,126,0,0,0,0,0,0,0
European Bedroom in the heart of Causeway Bay,Private room,Private room,Real Bed,1,1125,2,2,1,1,1,447,0,200,1,Julius,"Kowloon, Hong Kong",100,2,"Hong Kong Island, Hong Kong Island, Hong Kong",Causeway Bay,Wan Chai,Hong Kong,Hong Kong,HK,114.18371,22.27881,0,0,0,0,10,10,10,10,10,10,100
10B超讚2-3人公寓★3分鐘到高鐵西九龍站､地鐵柯士甸站★10分鐘到機場快線九龍站､地鐵佐敦站,Entire home/apt,Entire home/apt,Real Bed,1,1125,16,3,1,2,1,597,0,250,2,Winkie,"Hong Kong, Hong Kong",100,4,"Hong Kong, Kowloon, Hong Kong",Tai Kok Sui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.16579,22.30871,9,21,51,141,10,10,10,10,10,9,94
Sydney Inner West room. Single or King bed,Private room,Private room,Real Bed,2,1125,4,2,1,1,1,40,0,0,1,Mark,"Summer Hill, New South Wales, Australia",86,1,"Summer Hill, NSW, Australia",Summer Hill,Ashfield,Sydney,Australia,AU,151.13403,-33.88921,0,0,0,0,10,9,10,10,10,10,95
Excelente estúdio no coração do posto 6,Entire home/apt,Entire home/apt,Real Bed,1,1125,5,2,0,1,1,149,0,0,1,Marcella,BR,55,2,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.193566035844455,-22.98451387004615,25,55,85,360,8,8,9,8,10,10,88
"Good Home! Near Downtown Montreal, Unlimited Wifi",Private room,Private room,Real Bed,2,240,1,6,2,4,1,20,0,0,1,Sister Mariam,"Montreal, Québec, Canada",100,5,"Montréal, Québec, Canada",LaSalle,LaSalle,Montreal,Canada,CA,-73.6332,45.43943,30,60,90,365,2,2,2,2,2,2,40
"空間感舒適休閒 近地鐵 Bright, spacious studio in Jordan/ TST",Entire home/apt,Entire home/apt,Real Bed,3,1125,21,4,0,2,1,597,0,200,2,Moonie,"Hong Kong Island, Hong Kong",98,4,"Yau Ma Tei, Kowloon, Hong Kong",King's Park,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17243,22.30637,5,20,50,140,10,10,10,10,10,10,96
One bedroom house with bathroom,Private room,Private room,Real Bed,3,25,1,1,1,1,1,50,0,0,1,Grace,"Ropes Crossing, New South Wales, Australia",100,1,"Ropes Crossing, NSW, Australia",,Blacktown,Sydney,Australia,AU,150.78565,-33.73814,29,59,89,180,10,8,10,10,10,8,80
Studio 12 square meters(penthouse),Entire home/apt,Entire home/apt,Real Bed,32,1124,33,1,1,1,1,45,200,50,1,Jordi,"Barcelona, Catalonia, Spain",100,1,"Barcelona, Catalunya, Spain",Sants-Montjuïc,Sants,Barcelona,Spain,ES,2.13564,41.37356,24,26,56,331,10,10,10,10,9,9,94
COZY APARTMENT IN OUTREMONT - MILE END,Entire home/apt,Entire home/apt,Real Bed,2,1125,0,4,2,2,1,119,0,50,1,Audrey,"Montreal, Québec, Canada",0,1,"Montréal, Québec, Canada",Outremont,Outremont,Montreal,Canada,CA,-73.60952,45.52078,0,0,0,0,0,0,0,0,0,0,0
Spacious 5 bedroom house - PERFECT LOCATION,Entire home/apt,Entire home/apt,Real Bed,5,1125,0,10,5,5,4,1500,0,250,10,Ben,"New South Wales, Australia",100,1,"Bondi Junction, NSW, Australia",Bondi Junction,Waverley,Sydney,Australia,AU,151.25609,-33.8946,0,0,0,0,0,0,0,0,0,0,0
Lovely appartament between Copa and Ipanema!,Entire home/apt,Entire home/apt,Real Bed,5,15,0,3,1,1,1,295,0,180,1,Suellen,"Rio de Janeiro, State of Rio de Janeiro, Brazil",100,1,"Rio de Janeiro , RJ, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.192401935888654,-22.985061210067524,19,38,38,118,0,0,0,0,0,0,0
Quarto na Tijuca próximo ao metro,Private room,Private room,Real Bed,1,7,0,1,1,1,2,41,0,0,1,Matheus,BR,67,1,"Tijuca, Rio de Janeiro, Brazil",Andaraí,Andaraí,Rio De Janeiro,Brazil,BR,-43.24694348253448,-22.928687490237493,28,58,88,363,0,0,0,0,0,0,0
Smart Luxury KissMe 2BR balcony,Entire home/apt,Entire home/apt,Real Bed,3,1125,46,4,2,3,2,129,500,80,2,Jaume,"Barcelona, Catalonia, Spain",100,25,"Barcelona, Barcelona, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,2.15117,41.38058,22,52,82,357,10,10,10,10,10,9,94
Quarto  Póvoa de Varzim  somente para mulheres,Private room,Private room,Real Bed,15,1125,0,1,1,1,2,17,0,0,1,Sara,"São José, Rio Grande do Sul, Brazil",44,2,"Póvoa de Varzim, Porto, Portugal",,"Póvoa de Varzim, Beiriz e Argivai",Porto,Portugal,PT,-8.77139,41.38328,30,60,90,365,0,0,0,0,0,0,0
Modern & sunny apt in Copacabana,Entire home/apt,Entire home/apt,Real Bed,365,365,67,4,2,2,2,239,380,200,4,Melina,"Rio, Rio de Janeiro, Brazil",0,1,"Rio de Janeiro, RJ, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.18975294741321,-22.974542260494506,12,42,72,347,10,10,10,10,10,9,97
Quarto individual na Glória,Private room,Private room,Real Bed,1,1125,0,3,1,2,1,93,0,0,1,Italo,BR,100,1,"Centro, Rio de Janeiro, Brazil",Centro,Glória,Rio De Janeiro,Brazil,BR,-43.17648100350555,-22.915887527291694,0,0,0,0,0,0,0,0,0,0,0
The North Bondi Beachshack,Entire home/apt,Entire home/apt,Real Bed,2,1125,0,2,1,1,1,210,0,75,1,Alex,"Melbourne, Victoria, Australia",100,1,"Bondi Beach, NSW, Australia",North Bondi,Waverley,Sydney,Australia,AU,151.27768,-33.88559,30,60,90,91,0,0,0,0,0,0,0
Elegant & warm apartment (2 min from MTR Station),Entire home/apt,Entire home/apt,Real Bed,1,180,11,6,2,4,2,1382,1380,600,4,Harry,"Hong Kong Island, Hong Kong",100,5,"佐敦, 九龍, Hong Kong",King's Park,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17217,22.30599,9,29,59,144,10,10,10,10,10,9,93
Scandinave 2bedrooms  Saint Francois Xavier-402,Entire home/apt,Entire home/apt,Real Bed,1,1125,5,6,2,3,1,129,250,89,4,Kevin,"Montreal, Quebec, Canada",97,26,"Montréal, Québec, Canada",Old Port,Ville-Marie,Montreal,Canada,CA,-73.55683,45.50405,22,36,52,311,9,10,10,10,10,10,96
Specious 160m apartment,Private room,Private room,Real Bed,3,1125,1,2,1,1,1,51,0,20,1,Vika,"Sydney, New South Wales, Australia",73,5,"Wolli Creek, NSW, Australia",Wolli Creek,Rockdale,Sydney,Australia,AU,151.15606,-33.93457,0,0,0,218,10,10,10,10,10,10,100
Room with natural lighting,Private room,Private room,Real Bed,2,1125,2,2,1,2,1,25,4398,10,1,Jaime,"Barcelona, Catalonia, Spain",0,1,"Barcelona, Catalunya, Spain",El Poble-sec,el Poble Sec,Barcelona,Spain,ES,2.16969,41.37351,25,55,85,85,10,10,10,10,10,6,80
Luxurious and Modern Living - Oxford Street,Private room,Private room,Real Bed,1,4,15,2,1,1,1,100,0,30,1,Nick,"New South Wales, Australia",90,1,"Surry Hills, NSW, Australia",Surry Hills,Sydney,Sydney,Australia,AU,151.21275,-33.8788,1,1,1,1,10,10,10,9,10,9,93
ÖRNEK ORGANİSATİON  Touristendienst,Shared room,Shared room,Real Bed,5,1125,0,4,1,2,1,111,0,0,1,Mitat,TR,50,1,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,28.97847,41.03542,30,60,90,365,0,0,0,0,0,0,0
İstanbul Galata Residences,Private room,Private room,Real Bed,3,34,0,2,1,1,1,79,0,0,1,Turan,Istanbul,100,21,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,28.97423,41.02516,23,53,83,358,0,0,0,0,0,0,0
Alcove Studio in Downtown Manhattan,Entire home/apt,Entire home/apt,Real Bed,2,6,12,3,0,1,1,350,300,60,2,Nattie,"New York, New York, United States",0,1,"New York, NY, United States",Manhattan,Chelsea,New York,United States,US,-73.99464,40.73893,0,0,0,0,9,10,9,9,10,9,92
Apartamento Qian Centro 1,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,4,1,1,1,59,0,15,2,Wei,Portugal,100,5,"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,-8.60038,41.1467,25,49,79,354,0,0,0,0,0,0,0
Cozy flat in the heart of Sheung Wan with rooftop,Entire home/apt,Entire home/apt,Real Bed,3,11,0,4,2,2,1,1499,0,200,1,Gregoire,France,100,2,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,114.14926,22.2864,0,0,3,4,0,0,0,0,0,0,0
Convenient/Spacious/cozy apartment in Central,Entire home/apt,Entire home/apt,Real Bed,1,7,6,3,1,1,1,581,800,200,2,Mei,"Hong Kong, Hong Kong",100,1,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,114.15371,22.27894,21,51,73,77,10,10,10,10,10,10,97
Stylish 2 Bed 2 Bath moments from Pitt Street Mall,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,4,2,3,2,200,150,0,4,Oaks,"Haymarket, New South Wales, Australia",88,4,"Haymarket, NSW, Australia",Haymarket,Sydney,Sydney,Australia,AU,151.2073,-33.87989,29,59,86,355,0,0,0,0,0,0,0
5 PEOPLE ROOM ( 1 TRIP and 1 DOUBLE),Private room,Private room,Real Bed,1,21,0,5,2,3,2,10001,0,0,1,Jacky,HK,0,3,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17113,22.29715,23,53,83,358,0,0,0,0,0,0,0
Spacious private apartment in the heart of HK,Entire home/apt,Entire home/apt,Real Bed,3,1125,0,4,1,2,1,2700,7000,500,1,Elena,"Hong Kong, Hong Kong",0,1,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,114.15367,22.28565,0,0,0,0,0,0,0,0,0,0,0
淡雅2-3人房間,Private room,Private room,Real Bed,1,1125,7,3,1,1,1,699,800,120,2,磚,HK,100,13,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.16998,22.30965,16,46,76,76,10,9,10,10,10,9,94
Ocean View Bondi Beach,Entire home/apt,Entire home/apt,Real Bed,3,1125,1,2,1,1,1,161,0,0,1,Matt,"London, England, United Kingdom",0,1,"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,151.27668,-33.88763,0,0,0,0,10,8,10,10,10,10,100
Honolulu cottage,Entire home/apt,Entire home/apt,Real Bed,1,1125,2,2,0,1,1,55,0,20,1,Gabrielle,US,100,1,"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,-157.86309,21.33584,0,0,0,0,10,10,10,10,10,10,100
City Centre Álvares Cabral - Up2Sleep,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,4,1,2,1,35,0,20,1,Joana,"Lisbon, Lisbon, Portugal",100,5,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.6182,41.1546,17,41,65,320,0,0,0,0,0,0,0
luxury apartment near Downtown,Entire home/apt,Entire home/apt,Real Bed,2,16,1,5,2,2,1,200,0,0,1,Alec,CA,100,1,"Montréal, Québec, Canada",Cote-des-Neiges-Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,-73.60754,45.49448,30,60,90,90,0,0,0,0,0,0,0
Renovated sunny 3 Bedroom apartment - easy parking,Entire home/apt,Entire home/apt,Real Bed,2,1125,4,6,3,3,1,119,0,75,6,Philippe,"Montreal, Quebec, Canada",100,1,"Montréal, Québec, Canada",Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,-73.59754,45.53963,0,0,10,274,10,10,10,10,10,10,100
Recanto agua,Private room,Private room,Real Bed,2,1125,2,2,1,1,1,25,0,0,1,Olga,"Pinheiro da Bemposta, Aveiro, Portugal",100,1,"São João da Madeira, Aveiro, Portugal",,São João da Madeira,Porto,Portugal,PT,-8.49682,40.89102,29,52,82,82,10,10,10,10,10,10,100
Brand new - hotel style - walk to Central,Entire home/apt,Entire home/apt,Real Bed,3,1125,2,3,1,1,1,997,0,200,2,Tanielle,"Hong Kong, Hong Kong",100,1,"Hong Kong, Hong Kong Island, Hong Kong",Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,114.14136,22.28534,0,7,7,7,10,10,10,10,9,9,100
Comfy private room in Causeway Bay #1 銅鑼灣時代廣場後面大房,Private room,Private room,Real Bed,2,1125,0,2,1,1,1,502,0,160,1,Yuki,"Hong Kong, Hong Kong",100,5,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,114.1815,22.2803,0,0,0,0,0,0,0,0,0,0,0
Sydney City PrivateRM203 1min Station 2Bed sleeps4,Private room,Private room,Real Bed,1,1125,8,4,1,2,2,108,200,75,2,Ken,"Sydney, New South Wales, Australia",100,8,"Surry Hills, NSW, Australia",Surry Hills,Sydney,Sydney,Australia,AU,151.20777,-33.88444,23,53,83,358,8,7,8,7,9,7,68
GiGi Montréal,Entire home/apt,Entire home/apt,Real Bed,2,1125,1,2,1,1,1,60,1000,30,1,Ginette,"Montreal, Quebec, Canada",100,1,"Montréal, QC, Canada",Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,-73.62721,45.54878,0,0,0,0,10,10,10,10,10,10,100
"HongKong,Central Bright Double Room",Entire home/apt,Entire home/apt,Real Bed,30,30,20,2,1,1,0,1060,1764,0,1,Frederic,HONGKONG - SEOUL,0,2,"Sheung Wan, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,114.15448,22.28222,0,0,0,70,10,10,9,10,10,10,98
Conforto e tranquilidade no coração de Ipanema,Entire home/apt,Entire home/apt,Real Bed,6,24,0,6,3,5,3,981,0,0,1,Ana Paula,BR,100,1,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,-43.200836728464765,-22.982135332555156,0,0,0,0,0,0,0,0,0,0,0
Bright Cosy Flat in Batalha | Ace Location,Entire home/apt,Entire home/apt,Real Bed,2,120,4,5,2,4,1,39,0,39,4,Host Wise,Portugal,100,62,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.60641,41.14529,2,21,46,307,9,10,10,9,10,10,100
Private room/shared bath 5min walk 2 waikiki beach,Private room,Private room,Real Bed,3,60,8,2,1,1,1,69,0,29,2,Nui,"Honolulu, Hawaii, United States",100,1,"Honolulu, HI, United States",Waikiki,Primary Urban Center,Oahu,United States,US,-157.81814,21.2739,13,29,54,326,9,10,10,10,10,10,98
Furkan Flat 1+ 1 with Swimming Pool,Entire home/apt,Entire home/apt,Real Bed,15,1125,0,3,1,2,1,148,1191,208,1,Ogün,"Istanbul, İstanbul, Turkey",100,7,"Maltepe, İstanbul, Turkey",,Maltepe,Istanbul,Turkey,TR,29.13654,40.9369,30,60,90,365,0,0,0,0,0,0,0
Appartement tout équipé dans le plateau,Entire home/apt,Entire home/apt,Real Bed,3,11,0,6,3,3,1,85,0,0,1,Michaël,"Bordeaux, Aquitaine, France",100,1,"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.58532,45.51718,0,0,0,0,0,0,0,0,0,0,0
Penthouse Downtown with private indoor parking,Entire home/apt,Entire home/apt,Real Bed,1,1125,9,6,2,2,2,127,0,40,2,Alex,"Montreal, Québec, Canada",100,4,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,-73.56911,45.51214,0,0,2,6,10,10,10,10,10,10,100
Venha aproveitar a beleza das praia do Rio,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,4,1,1,1,119,0,0,1,Philippe,BR,100,2,"Recreio dos Bandeirantes, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,-43.47282451720555,-23.02797981428597,29,59,89,179,0,0,0,0,0,0,0
Price cheap Economy Studio in Tsim Sha Tsui MTR,Private room,Private room,Real Bed,1,1124,6,2,1,1,1,267,0,50,2,Jack,"Hong Kong Island, Hong Kong",100,1,"Hong Kong, 九龍, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17318,22.2978,7,8,8,8,10,8,9,10,10,9,90
Apartamento coração Ipanema,Entire home/apt,Entire home/apt,Real Bed,4,1125,0,5,2,5,1,500,0,150,1,Debora Anne,"Rio, Rio de Janeiro, Brazil",88,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Lagoa,Rio De Janeiro,Brazil,BR,-43.202301523927915,-22.97935864518836,21,51,81,356,0,0,0,0,0,0,0
3 minutes away from Maltepe Metro St. by walking!,Private room,Private room,Real Bed,1,7,0,1,1,1,1,90,0,0,1,Esin,TR,100,1,"Maltepe, İstanbul, Turkey",,Maltepe,Istanbul,Turkey,TR,29.14418,40.93559,30,60,90,90,0,0,0,0,0,0,0
Apartamento com terraço para 2 pessoas,Entire home/apt,Entire home/apt,Real Bed,2,1125,0,2,1,1,1,90,0,0,1,João,"Porto, Porto, Portugal",100,31,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.6138,41.14276,11,37,61,306,0,0,0,0,0,0,0
Apartamento Aconchegante Próximo ao Metrô,Entire home/apt,Entire home/apt,Real Bed,1,30,2,4,2,3,2,216,0,50,2,Maria,BR,100,1,"Flamengo, Rio de Janeiro, Brazil",Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,-43.17736559344502,-22.934892525536696,0,27,46,46,10,10,10,10,10,10,100
Freshly renovated-3 bedroom-heart of MTL-parking!!,Entire home/apt,Entire home/apt,Real Bed,1,1125,12,6,3,3,1,95,0,35,1,Marco & Mélanie,"Montreal, Quebec, Canada",100,7,"Montréal, Québec, Canada",Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,-73.54302,45.53885,30,51,51,51,10,9,9,9,9,10,87
WYNDHAM VACATION RESORTS ROYAL GARDEN-Sleeps 4,Entire home/apt,Entire home/apt,Real Bed,7,7,0,4,0,2,1,500,250,100,1,Theo & Kate,"Honolulu, Hawaii, United States",98,155,"Honolulu, HI, United States",Waikiki,Primary Urban Center,Oahu,United States,US,-157.82938,21.28414,5,35,65,65,0,0,0,0,0,0,0
Apt. avec deux chambres fermées  - Parc Lafontaine,Entire home/apt,Entire home/apt,Real Bed,6,1125,0,6,2,2,1,90,0,20,1,Laurie,"Montreal, Quebec, Canada",0,1,"Montréal, Québec, Canada",Le Plateau,Ville-Marie,Montreal,Canada,CA,-73.56104,45.52975,0,0,0,0,0,0,0,0,0,0,0
Stylish 30th Floor apartment in happening location,Entire home/apt,Entire home/apt,Real Bed,2,1125,8,2,0,1,1,1601,0,0,1,Rory,Hong Kong,100,1,"Wan Chai , Hong Kong Island, Hong Kong",Wan Chai,Wan Chai,Hong Kong,Hong Kong,HK,114.17262,22.27529,10,27,32,64,10,10,10,9,10,10,97
